"datetime","reference_datetime","duration","site_id","depth_m","family","parameter","variable","prediction","model_id","project_id"
2026-05-05,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.98008350611988,"fCMdepth_mp","vera4cast"
2026-05-05,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",1.74198908097877,"fCMdepth_mp","vera4cast"
2026-05-05,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.44795500562002,"fCMdepth_mp","vera4cast"
2026-05-05,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.15626308340152,"fCMdepth_mp","vera4cast"
2026-05-05,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.63662816380977,"fCMdepth_mp","vera4cast"
2026-05-06,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.21427220184121,"fCMdepth_mp","vera4cast"
2026-05-06,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.53088254361336,"fCMdepth_mp","vera4cast"
2026-05-06,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",1.7427145167804,"fCMdepth_mp","vera4cast"
2026-05-06,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",5.22836292971086,"fCMdepth_mp","vera4cast"
2026-05-06,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.55983970767517,"fCMdepth_mp","vera4cast"
2026-05-07,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",2.92653029789123,"fCMdepth_mp","vera4cast"
2026-05-07,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.62024743328678,"fCMdepth_mp","vera4cast"
2026-05-07,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.84824172149802,"fCMdepth_mp","vera4cast"
2026-05-07,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",5.023311197972,"fCMdepth_mp","vera4cast"
2026-05-07,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.9200027595943,"fCMdepth_mp","vera4cast"
2026-05-08,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",2.68252160580364,"fCMdepth_mp","vera4cast"
2026-05-08,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",1.99461749683192,"fCMdepth_mp","vera4cast"
2026-05-08,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",6.02706568958465,"fCMdepth_mp","vera4cast"
2026-05-08,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.3599602041241,"fCMdepth_mp","vera4cast"
2026-05-08,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",1.65189538954183,"fCMdepth_mp","vera4cast"
2026-05-09,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",4.12077446549229,"fCMdepth_mp","vera4cast"
2026-05-09,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.50194183180103,"fCMdepth_mp","vera4cast"
2026-05-09,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.25495251777816,"fCMdepth_mp","vera4cast"
2026-05-09,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.87990185899684,"fCMdepth_mp","vera4cast"
2026-05-09,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",1.06356417567116,"fCMdepth_mp","vera4cast"
2026-05-10,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.10365358339171,"fCMdepth_mp","vera4cast"
2026-05-10,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.74494550169775,"fCMdepth_mp","vera4cast"
2026-05-10,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.47153235800547,"fCMdepth_mp","vera4cast"
2026-05-10,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",4.9174508965112,"fCMdepth_mp","vera4cast"
2026-05-10,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.29360550448653,"fCMdepth_mp","vera4cast"
2026-05-11,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",2.85942090003337,"fCMdepth_mp","vera4cast"
2026-05-11,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",3.73943332155461,"fCMdepth_mp","vera4cast"
2026-05-11,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.81133692255802,"fCMdepth_mp","vera4cast"
2026-05-11,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",1.83805760402589,"fCMdepth_mp","vera4cast"
2026-05-11,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.35294716058186,"fCMdepth_mp","vera4cast"
2026-05-12,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.85843739747046,"fCMdepth_mp","vera4cast"
2026-05-12,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",3.63557041233491,"fCMdepth_mp","vera4cast"
2026-05-12,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.03989894600004,"fCMdepth_mp","vera4cast"
2026-05-12,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.49702348732988,"fCMdepth_mp","vera4cast"
2026-05-12,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.63834251210011,"fCMdepth_mp","vera4cast"
2026-05-13,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",2.99988169312135,"fCMdepth_mp","vera4cast"
2026-05-13,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",3.67823122738375,"fCMdepth_mp","vera4cast"
2026-05-13,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",1.46059698162875,"fCMdepth_mp","vera4cast"
2026-05-13,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.99551885269139,"fCMdepth_mp","vera4cast"
2026-05-13,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.40397571543714,"fCMdepth_mp","vera4cast"
2026-05-14,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.36961118790487,"fCMdepth_mp","vera4cast"
2026-05-14,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.43666317286105,"fCMdepth_mp","vera4cast"
2026-05-14,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.73071920159117,"fCMdepth_mp","vera4cast"
2026-05-14,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.13015875231031,"fCMdepth_mp","vera4cast"
2026-05-14,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",4.73829962927109,"fCMdepth_mp","vera4cast"
2026-05-15,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",4.91269784276299,"fCMdepth_mp","vera4cast"
2026-05-15,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.90396284009437,"fCMdepth_mp","vera4cast"
2026-05-15,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.88025672266735,"fCMdepth_mp","vera4cast"
2026-05-15,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",4.37098201648125,"fCMdepth_mp","vera4cast"
2026-05-15,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.7954391367019,"fCMdepth_mp","vera4cast"
2026-05-16,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",4.97157179215566,"fCMdepth_mp","vera4cast"
2026-05-16,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",5.55440782391146,"fCMdepth_mp","vera4cast"
2026-05-16,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",1.69487335106531,"fCMdepth_mp","vera4cast"
2026-05-16,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.74782483679184,"fCMdepth_mp","vera4cast"
2026-05-16,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",4.76762220142413,"fCMdepth_mp","vera4cast"
2026-05-17,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",4.3713317377149,"fCMdepth_mp","vera4cast"
2026-05-17,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",1.61891391489038,"fCMdepth_mp","vera4cast"
2026-05-17,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.89811663922624,"fCMdepth_mp","vera4cast"
2026-05-17,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.69270874321123,"fCMdepth_mp","vera4cast"
2026-05-17,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",4.72075533989613,"fCMdepth_mp","vera4cast"
2026-05-18,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.53723095121645,"fCMdepth_mp","vera4cast"
2026-05-18,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.30978174361289,"fCMdepth_mp","vera4cast"
2026-05-18,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",0.904778271169851,"fCMdepth_mp","vera4cast"
2026-05-18,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",1.55816001483089,"fCMdepth_mp","vera4cast"
2026-05-18,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.08478118068136,"fCMdepth_mp","vera4cast"
2026-05-19,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.15050309802754,"fCMdepth_mp","vera4cast"
2026-05-19,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",1.18376850005742,"fCMdepth_mp","vera4cast"
2026-05-19,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.8763429658276,"fCMdepth_mp","vera4cast"
2026-05-19,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.04748557861741,"fCMdepth_mp","vera4cast"
2026-05-19,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.81565602655397,"fCMdepth_mp","vera4cast"
2026-05-20,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.41509861756653,"fCMdepth_mp","vera4cast"
2026-05-20,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.23245863458635,"fCMdepth_mp","vera4cast"
2026-05-20,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.5735372597089,"fCMdepth_mp","vera4cast"
2026-05-20,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.36502855982198,"fCMdepth_mp","vera4cast"
2026-05-20,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.20580415197883,"fCMdepth_mp","vera4cast"
2026-05-21,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.25681534644841,"fCMdepth_mp","vera4cast"
2026-05-21,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.90315972930018,"fCMdepth_mp","vera4cast"
2026-05-21,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.84352349173679,"fCMdepth_mp","vera4cast"
2026-05-21,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",0.53200612004544,"fCMdepth_mp","vera4cast"
2026-05-21,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.47065126909122,"fCMdepth_mp","vera4cast"
2026-05-22,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",4.65088160034807,"fCMdepth_mp","vera4cast"
2026-05-22,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.70686476034131,"fCMdepth_mp","vera4cast"
2026-05-22,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.64653371481697,"fCMdepth_mp","vera4cast"
2026-05-22,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.38713454379398,"fCMdepth_mp","vera4cast"
2026-05-22,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.87770512285166,"fCMdepth_mp","vera4cast"
2026-05-23,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.90202088161784,"fCMdepth_mp","vera4cast"
2026-05-23,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.17753901969188,"fCMdepth_mp","vera4cast"
2026-05-23,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",5.00576887091564,"fCMdepth_mp","vera4cast"
2026-05-23,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",5.27141263634088,"fCMdepth_mp","vera4cast"
2026-05-23,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",4.58398444895692,"fCMdepth_mp","vera4cast"
2026-05-24,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.90929003161226,"fCMdepth_mp","vera4cast"
2026-05-24,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.04434007569196,"fCMdepth_mp","vera4cast"
2026-05-24,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.58749182706355,"fCMdepth_mp","vera4cast"
2026-05-24,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.33871720322312,"fCMdepth_mp","vera4cast"
2026-05-24,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",2.56627661094711,"fCMdepth_mp","vera4cast"
2026-05-25,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.39885041540555,"fCMdepth_mp","vera4cast"
2026-05-25,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",3.85893897857443,"fCMdepth_mp","vera4cast"
2026-05-25,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",3.3933435310443,"fCMdepth_mp","vera4cast"
2026-05-25,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",0.65580060274853,"fCMdepth_mp","vera4cast"
2026-05-25,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.20782646997727,"fCMdepth_mp","vera4cast"
2026-05-26,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.14626928416961,"fCMdepth_mp","vera4cast"
2026-05-26,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.3683618948433,"fCMdepth_mp","vera4cast"
2026-05-26,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",4.27587086465391,"fCMdepth_mp","vera4cast"
2026-05-26,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.9482838466633,"fCMdepth_mp","vera4cast"
2026-05-26,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.55865027943161,"fCMdepth_mp","vera4cast"
2026-05-27,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",5.41702053587707,"fCMdepth_mp","vera4cast"
2026-05-27,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",4.5155518690234,"fCMdepth_mp","vera4cast"
2026-05-27,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",3.316618235235,"fCMdepth_mp","vera4cast"
2026-05-27,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",1.93454121418299,"fCMdepth_mp","vera4cast"
2026-05-27,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.36268122195768,"fCMdepth_mp","vera4cast"
2026-05-28,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",1.08052544953201,"fCMdepth_mp","vera4cast"
2026-05-28,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.5942551799452,"fCMdepth_mp","vera4cast"
2026-05-28,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.65335916872168,"fCMdepth_mp","vera4cast"
2026-05-28,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.41743075091015,"fCMdepth_mp","vera4cast"
2026-05-28,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.3767371167577,"fCMdepth_mp","vera4cast"
2026-05-29,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.43566706497484,"fCMdepth_mp","vera4cast"
2026-05-29,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",0.438711416850287,"fCMdepth_mp","vera4cast"
2026-05-29,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",2.44767792742794,"fCMdepth_mp","vera4cast"
2026-05-29,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.69271083727187,"fCMdepth_mp","vera4cast"
2026-05-29,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",6.08926788926963,"fCMdepth_mp","vera4cast"
2026-05-30,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.89287400649859,"fCMdepth_mp","vera4cast"
2026-05-30,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",3.98961850947954,"fCMdepth_mp","vera4cast"
2026-05-30,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",1.17004964870465,"fCMdepth_mp","vera4cast"
2026-05-30,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",2.43023094384086,"fCMdepth_mp","vera4cast"
2026-05-30,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",0.081391059427709,"fCMdepth_mp","vera4cast"
2026-05-31,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",2.24443340016978,"fCMdepth_mp","vera4cast"
2026-05-31,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",2.64318107527739,"fCMdepth_mp","vera4cast"
2026-05-31,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",3.66436952743084,"fCMdepth_mp","vera4cast"
2026-05-31,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.82970901162348,"fCMdepth_mp","vera4cast"
2026-05-31,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",0.888053279495387,"fCMdepth_mp","vera4cast"
2026-06-01,2026-04-28,"P1D","fcre",NA,"ensemble",1,"ChlorophyllMaximum_depth_sample",3.03656209403614,"fCMdepth_mp","vera4cast"
2026-06-01,2026-04-28,"P1D","fcre",NA,"ensemble",32,"ChlorophyllMaximum_depth_sample",0.248888629451918,"fCMdepth_mp","vera4cast"
2026-06-01,2026-04-28,"P1D","fcre",NA,"ensemble",63,"ChlorophyllMaximum_depth_sample",3.90175737586924,"fCMdepth_mp","vera4cast"
2026-06-01,2026-04-28,"P1D","fcre",NA,"ensemble",94,"ChlorophyllMaximum_depth_sample",3.7106442887803,"fCMdepth_mp","vera4cast"
2026-06-01,2026-04-28,"P1D","fcre",NA,"ensemble",125,"ChlorophyllMaximum_depth_sample",3.42452160348483,"fCMdepth_mp","vera4cast"
2026-04-29,2026-04-28,"P1D","fcre",NA,"ensemble",2,"ChlorophyllMaximum_depth_sample",3.30895237027779,"fCMdepth_mp","vera4cast"
2026-04-29,2026-04-28,"P1D","fcre",NA,"ensemble",33,"ChlorophyllMaximum_depth_sample",1.86383944385307,"fCMdepth_mp","vera4cast"
2026-04-29,2026-04-28,"P1D","fcre",NA,"ensemble",64,"ChlorophyllMaximum_depth_sample",4.51612152611955,"fCMdepth_mp","vera4cast"
2026-04-29,2026-04-28,"P1D","fcre",NA,"ensemble",95,"ChlorophyllMaximum_depth_sample",3.94875281537892,"fCMdepth_mp","vera4cast"
2026-04-29,2026-04-28,"P1D","fcre",NA,"ensemble",126,"ChlorophyllMaximum_depth_sample",1.18717159848796,"fCMdepth_mp","vera4cast"
2026-04-30,2026-04-28,"P1D","fcre",NA,"ensemble",2,"ChlorophyllMaximum_depth_sample",1.96562595484881,"fCMdepth_mp","vera4cast"
